SiteID,Abraxas sylvata,Acosmeryx naga,Acronicta rumicis,Actias artemis,Aethalura ignobilis,Aglaeomorpha histrio,Agnidra scabiosa,Agrisius fuliginosus,Agrotis ipsilon,Alcis angulifera,Ampelophaga rubiginosa,Amphipyra acheron,Amphipyra erebina,Amphipyra pyramidea,Amphipyra tripartita,Amraica superans,Angerona prunaria,Antheraea yamamai,Antivaleria viridimacula,Apamea rubrirena,Apamea striata,Arctornis album,Arctornis kumatai,Arichanna albomacularia,Arichanna melanaria,Asthena nymphaeata,Athetis albisignata,Athetis gluteosa,Athetis pallidipennis,Athetis stellata,Atrachea jankowskii,Atrachea nitens,Austrapoda dentata,Auzata nigrata,Auzata superba,Axylia putris,Balsa leodura,Bizone adelina,Bombyx mandarina,Bryophila granitalis,Bryophilina mollicula,Cabera griseolimbata,Cabera purus,Cabera sp,Calicha nooraria,Caligula jonasii,Calliteara nachiensis,Calyptra lata,Catocala dissimilis,Catocala dula,Catocala duplicata,Catocala fulminea,Catocala nagioides,Catocala obscena,Catocala separans,Catocala streckeri,Chasminodes albonitens,Chiasmia defixaria,Chiasmia hebesata,Chloroclystis subcinctata,Chloroclystis v-ata,Chytonix albonotata,Clavipalpula aurariae,Cleora insolita,Cnethodonta grisescens,Comibaena amoenaria,Comibaena delicatior,Comostola subtiliaria,Conisania suavis,Corymica pryeri,Cosmia affinis,Cranionycta jankowskii,Cryphia minutissima,Ctenoplusia albostriata,Cyana hamata,Cyclidia substigmaria,Daseochaeta viridis,Dendrolimus superans,Deroca inconclusa,Dindica virescens,Diomea jankowskii,Ditrigona conflexaria,Ditrigona virgo,Drepana curvatula,Drymonia dodonides,Duliophyle agitata,Duliophyle majuscularia,Earias pudicana,Ecliptopera capitata,Ectropis aigneri,Ectropis crepuscularia,Ectropis excellens,Edessena hamada,Eilema deplana,Eilema griseola,Endropiodes indictinarius,Epholca arenosa,Epipsestis ornata,Eulithis fabiolaria,Eulithis ledereri,Euphyia cineraria,Eupithecia clavifera,Eupithecia spadix,Eupithecia subbreviata,Euproctis pulverea,Euproctis similis,Eustroma aerosum,Eustroma melancholicum,Euwilemania angulata,Evecliptopera decurrens,Fascellina chromataria,Gabala argentata,Gandaritis agnes,Gandaritis fixseni,Gandaritis whitelyi,Garaeus mirandus,Gelastocera exusta,Geometra dieckmanni,Gerbathodes paupera,Gonepatica opalina,Habrosyne aurorina,Hadennia incongruens,Herminia arenosa,Herminia dolosa,Herminia grisealis,Herminia tarsicrinalis,Hermonassa cecilia,Heterophleps confusa,Heterostegane hyriaria,Heterothera postalbida,Hoplodrina euryptera,Hydrelia adesma,Hydrelia flammeolaria,Hydrillodes morosa,Hypena albopunctalis,Hypena sagitta,Hypena stygiana,Hypena trigonalis,Hypena tristalis,Hypomecis punctinalis,Hypomecis roboraria,Hysterura declinans,Iambia japonica,Idaea auricruda,Idaea biselata,Idia curvipalpis,Idiotephria evanescens,Iragaodes nobilis,Jankowskia fuscaria,Jodis dentifascia,Jodis putata,Kentochrysalia streckeri,Koyaga magnumisma,Kumasia kumaso,Laciniodes unistirpis,Leiostola mollis,Leptostegna tenerata,Ligdia japonaria,Lomographa bimaculata,Lomographa temerata,Lophocosma atriplaga,Lophontomira parki,Lophontosia pryeri,Lophoruza pulcherrima,Lygephila vulcanea,Lymantria mathura,Macrochthonia fervens,Maliattha chalcogramma,Marumba maackii,Marumba spectabilis,Marumba sperchius,Meganola fumosa,Menophra senilis,Meteima mediorufa,Microlygris multistriata,Miltochrista miniata,Mocis annetta,Myrteta angelica,Mythimna turca,Naganoella timandra,Negritothripa hampsoni,Neocifuna eurydice,Neodrymonia delia,Neustrotia noloides,Neustrotia rectilineata,Niphonyx segregata,Nodaria tristis,Nordstroemia japonica,Numenes disparilis,Odonestis pruni,Olivenebula oberthueri,Oreta pulchripes,Orthocabera sericea,Orthogonia sera,Oruza kunsuki,Ourapteryx koreana,Ourapteryx subpunctaria,Pangrapta disruptalis,Pangrapta flavomacula,Pangrapta griseola,Pangrapta lunulata,Parabapta clarissa,Paracolax contigua,Paracolax fascialis,Paracolax fentoni,Paracolax pryeri,Paracolax trilinealis,Paracolax tristalis,Paralebeda plagiata,Parapsestis argenteopicta,Pareclipsis gracilis,Parectropis extersaria,Peridea gigantea,Perizoma parvaria,Phalera flavescens,Phrixolepia sericea,Pida niphonis,Plagodis dolabraria,Plagodis pulveraria,Plusiodonta casta,Polymixinia appositaria,Problepsis superans,Protoboarmia simpliciaria,Protodeltote maculana,Protodeltote pygarga,Pseuderannis lomozemia,Psyra boarmiata,Pylargosceles steganioides,Quadricalcarifera cyanea,Racotis petrosa,Ramobia mediodivisa,Rhamnosa angulata,Rhinoprora chloerata,Rhynchobapta cervinaria,Rikiosatoa grisea,Sabra harpagula,Sarbanissa venusta,Satoblephara parvularia,Scedopla diffusa,Scionomia mendica,Scopula floslactata,Scopula semiignobilis,scopula sp,Scoupla nupta,Sesamia pseudoturpis,Sibatania mactata,Siglophora sanguinolenta,Sinarella aegrota,Sineugraphe bipartita,Spatalia doerriesi,Spilarctia seriatopunctata,Spilopera debilis,Spilosoma lubricipeda,Stauropus fagi,Synegia hadassa,Synegia limitatoides,Sypnoides fumosa,Telorta edentata,Tethea ampliata,Tethea consimilis,Thinopteryx crocoptera,Thosea sinensis,Timandra apicirosea,Timandra comptaria,Trichopteryx ustata,Triphaenopsis jezoensis,Triphaenopsis lucilla,Urodonta branickii,Venusia cambrica,Xandrames dholaria,Xanthia togata,Xanthorhoe muscicapata,Xenortholitha propinguata,Xerodes albonotaria,Xerodes rufescentaria,Xestia fuscostigma,Xestia stupenda,Zanclognatha fumosa,Zanclognatha lunalis,Zanclognatha triplex,Zanclognatha umbrosalis,Zanclognatha violacealis,Zaranga pannosa,Abrostola ussuriensis,Acronicta catocaloida,Albocosta triangularis,Ambulyx japonica,Amphipyra monolitha,Apamea hampsoni,Athetis cinerascens,Athetis lapidea,Blasticorhinus hoenei,Cabera schaefferi,Calliteara lunulata,Catocala electa,Catocala jonasii,Chasminodes cilia,Chasminodes nigrilinea,Chionarctia nivea,Cifuna locuples,Cosmia achatina,Cosmia moderata,Cosmia sanguinea,Diarsia canescens,Diomea discisigna,Ditrigona komarovi,Eilema japonica,Eulithis convergenata,Euparyphasma maxima,Eupithecia okadai,Euromoia subpulchra,Eutelia geyeri,Fusapteryx ladislai,Hypena zilla,Idia quadra,Jodis lactearia,Kunugia undans,Latoia sinica,Lemyra boghaika,Lomographa pulverata,Macdunnoughia hybrida,Maliattha signifera,Micromelalopha flavomacula,Miltochrista striata,Miltochrista ziczac,Mythimna bani,Mythimna placida,Narcotica niveosparsa,Ninodes splendens,Nothomiza aureolaria,Numenes albofascia,Oruza submirella,Proteostrenia falcicula,Pseudepione magnaria,Quadricalcarifera subgeneris,Rabtala splendida,scopula  sp,Shaka atrovittatus,Spilarctia subcarnea,Suzukiana cinerea,Tethea or,Togepteryx velutina,Urodonta viridimixta,Xanthia tigrina,Zanclognatha griselda,Zanclognatha helva,Zanclognatha lilacina,Zeuzera multistrigata,Abraxas fulvobasalis,Agaraeus parva,Anticypella diffusaria,Arctornis l-nigrum,Ceratonema christophi,Chiasmia liturata,Cosmia trapezina,Craniophora ligustri,Craniophora pacifica,Deileptenia ribeata,Demopsestis punctigera,Diarsia pacifica,Dysstroma cinereata,Eilema cribrata,Electrophaes corylata,Eucarta fasciata,Hepatica anceps,Herminia stramentacealis,Kerala decipiens,Koyaga falsa,Lassaba nikkonis,Leucodonta bicoloria,Lymantria monacha,Miltochrista aberrans,Mirina christophi,Mniotype satura,Mormo muscivirens,Neodrymonia marginalis,Ninodes watanabei,Odontosia patricia,Oligia leuconephra,Pachyodes superans,Parectropis nigrosparsa,Pasiphila excisa,Peridea elzet,Pheosia fusiformis,Pseudalbara parvula,Rhodinia fugax,Spodoptera litura,Sugia idiostygia,Taeniophora unio,Trichopteryx grisearia,Tyloptera bella,Venusia semistrigata,Wilemania nitobei,Xestia c-nigrum,Xestia vidua,Abraxas latifasciata,Asthena amurensis,Autoba tristalis,Brahmaea certhia,Cepphis advenaria,Chibiraga banhaasi,Colocasia mus,Comibaena tancrei,Descoreba simplex,Diachrysia leonina,Erebomorpha fulguraria,Euthrix albomaculata,Hydriomena furcata,Hyposemansis albipuncta,Idiotephria debilitata,Leucapamea askoldis,Lithophane remota,Lomographa lungtanensis,Lomographa subspersata,Lophomilia flaviplaga,Micreremites pyraloides,Microlygris complicata,Nola trilinea,Ocoelophora lentiginosaria,Oligia fodinae,Polyphaenis subviridis,Pseudoips faganus,Rhodinia jankowskii,Selenia sordidaria,Selenia tetralunaria,Sinarella rotundipennis,Sypnoides amplifascia,Telorta divergens,Zanclidia testacea,Aethalura nanaria,Auaxa sulphurea,Brabira artemidora,Callambulyx tatarinovii,Callidrepana patrana,Calliteara argentata,Callopistria aethiops,Callopistria albolineola,Catocala nubila,Cosmia unicolor,Ctenognophos grandinaria,Dryobotodes pryeri,Dudusa sphigiformis,Ennomos autumnaria,Epipsestis nikkoensis,Ercheia niveostrigata,Eupithecia sp,Euproctis piperita,Gnophos agnitaria,Himeropteryx miraculosa,Hypena amica,Hypena kengkalis,Hypena melanica,Hypenomorpha calamina,Idaea effusaria,Latirostrum bisacutum,Meganephria cinerea,Oberthueria caeca,Pangrapta textilis,Pangrapta trilineata,Paragabara flavomacula,Paragabara ochreipennis,Psilogramma increta,Rhagastis mongoliana,Rhinoprora obscura,Rhodoneura vittula,Rivula inconspicua,Scopula ichinosawana,Scopula modicaria,Sinarella nigrisigna,Sineugraphe oceanica,Xanthorhoe fluctuata,#N/A,Agylla collitoides,Agylla gigantea,Amoebotricha grataria,Amphipyra schrenckii,Bupalus vestalis,Chiasmia notata,Cosmotriche lunigera,Craniophora fasciata,Craniophora praeclara,Cryphia mitsuhashi,Epiplema plagifera,Epodonta lineata,Eupithecia abietaria debrunn,Eupithecia daemionata,Eupithecia gigantea,Euplexia koreaeplexia,Hemistola tenuilinea,Hypena nigrobasalis,Hypomecis seitzi,Kentochrysalia consimilis,Moma kolthoffi,Myrioblephara cilicornaria,Mythimna divergens,Notodonta basilinea,Ourapteryx nivea,Pennithera djakonovi,Perizoma saxeum,Photoscotosia lucicolens,Phthonosema tendinosaria,Semidonta biloba,Sophta subrosea,Tetheella fluctuosa,Trichosea ludifica,Xenapamea pacifica,Xestia kollari,Amphipyra livida,Bertula bistrigata,Cidariplura gladiata,Comibaena procumbaria,Condica fuliginosa,Dolbina tancrei,Gangarides dharma,Hemipsectra fallax,Herita belinda,Hyposada brunnea,Idaea trisetata,Iscadia uniformis,Lobogonodes erectaria,Lophomilia polybapta,Macdunnoughia purissima,Maliattha rosacea,Microleon longipalpis,Monema flavescens,Mosopia sordidum,Naranga aenescens,Neocifuna jankowskii,Panthea coenobita,Paragona inchoata,Phalera angustipennis,Protomiselia bilinea,Rhodoneura pallida,Scopula apicipunctata,Scopula confusa,Scopula epiorrhoe,Scopula ignobilis,Stenbergmania albomaculali,Stenograpta stenoptera,Striglina cancellata,Abraxas niphonibia,Adrapsa simplex,Agrius convolvuli,Anomis longipennis,Atacira grabczewskii,Athetis dissimilis,Calliteara pseudabiensis,Callopistria duplicans,Catarhoe obscura,Clostera albosigma curtuloid,Clostera anastomosis,Cranionycta oda,Diarsia deparca,Dictyestra dissecta,Diplodesma ussuriaria,Dysmilichia fukudai,Eilicrinia wehrlii,Epirrhoe supergressa,Ercheia umbrosa,Erythroplusia pyropia,Eupithecia sp1,Eupithecia sp2,Euplexia lucipara,Godonela shanghaisaria,Heliothis maritima,Hemithea aestivaria,Ivela auripes,Laciniodes denigratus,Nyssocnemis eversmanni,Odontopera arida,Orthosia odiosa,Peridea oberthueri,Phlogophora beatrix,Phthonandria emaria,Problepsis minuta,Prolophota trigonifera,Scopula sp,Spilosoma punctaria,Striglina fixseni,Sypnoides picta,Xanthorhoe hortensiaria
Choi2018_3_1,7,1,2,2,6,3,6,1,2,70,3,2,3,9,2,2,1,1,1,2,2,11,3,1,5,2,1,1,2,1,2,3,2,6,3,1,1,1,1,1,12,4,2,1,1,1,4,1,10,91,91,1,62,1,5,6,2,1,7,7,5,2,1,15,1,2,3,2,1,2,2,3,1,1,2,2,6,18,4,12,2,1,4,8,11,9,18,8,1,1,2,5,14,1,6,2,1,2,3,1,1,4,2,13,2,2,4,12,1,4,1,1,3,2,3,1,2,10,7,1,5,59,4,2,5,4,150,2,17,11,2,2,1,28,2,3,1,2,1,1,16,1,2,5,57,1,1,5,2,1,1,6,4,2,1,36,1,1,9,1,1,5,2,2,2,4,1,1,1,1,1,3,1,2,1,1,1,4,4,14,3,1,2,7,12,2,4,15,1,1,1,7,13,1,12,6,2,1,1,1,3,1,35,8,2,3,3,2,4,3,12,2,9,1,1,1,1,1,10,1,1,2,8,6,4,2,1,1,2,4,3,1,3,1,1,4,6,3,2,1,1,11,2,3,1,2,1,1,1,2,1,4,1,1,6,39,2,2,17,2,2,1,1,4,1,1,3,1,1,2,1,1,1,1,1,1,1,13,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choi2018_3_2,3,1,0,4,1,1,3,0,0,35,0,3,0,6,1,2,2,4,0,0,0,0,5,0,2,2,1,3,2,1,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,52,13,0,22,0,6,4,0,0,1,0,0,0,0,10,1,1,0,0,0,0,0,11,0,0,2,0,9,23,1,3,1,0,10,0,22,11,2,0,0,2,0,1,2,0,1,3,0,1,0,0,6,3,1,0,2,0,4,3,0,0,0,1,0,0,0,0,0,5,16,0,1,11,4,0,1,0,1,0,0,3,0,2,0,39,0,1,3,0,0,4,16,0,0,34,14,0,0,5,1,0,0,8,5,1,0,3,2,0,8,1,7,4,0,0,0,9,0,0,0,1,0,0,2,0,0,1,0,1,0,2,0,0,6,1,1,2,0,9,3,0,0,2,11,0,1,11,0,0,0,0,0,3,2,4,0,0,1,0,6,2,4,8,11,0,0,0,2,11,6,0,1,1,0,0,0,0,0,0,0,3,4,0,0,1,0,1,2,0,2,0,4,1,0,0,0,0,1,1,0,0,4,0,0,1,5,9,0,1,5,0,0,0,0,0,0,0,2,3,0,4,0,1,0,0,1,0,0,3,0,0,0,0,3,4,1,1,3,1,5,1,1,1,6,1,1,1,10,21,1,1,2,1,2,1,2,2,2,1,1,1,12,1,5,1,2,1,2,3,3,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,2,3,1,1,5,2,1,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choi2018_3_3,0,1,0,0,32,0,6,0,0,213,0,25,0,2,1,0,1,0,3,0,0,0,3,1,6,3,1,0,2,0,2,0,0,1,1,1,0,0,1,0,2,1,0,0,0,1,0,0,48,79,2,0,1,0,0,0,1,0,0,3,0,1,1,12,2,3,0,2,0,1,0,10,0,0,0,1,0,0,1,5,1,0,4,1,36,3,2,0,1,0,0,2,3,0,3,2,0,0,0,0,2,2,0,7,0,0,12,13,0,0,0,0,0,4,2,0,3,10,0,0,1,27,0,0,0,0,87,1,0,0,1,0,0,172,0,5,0,0,1,3,7,4,0,1,22,0,1,0,4,0,0,18,0,3,0,2,4,0,3,18,2,0,0,0,0,8,0,0,0,0,0,2,3,0,0,9,0,2,0,0,0,0,20,0,0,0,0,18,1,0,0,1,46,8,0,16,0,0,0,0,0,0,0,38,0,0,3,0,9,1,0,14,5,0,0,0,0,4,13,0,0,0,0,0,0,1,5,0,0,1,15,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,7,0,1,12,0,1,5,7,4,36,4,0,3,0,0,1,0,3,33,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,37,0,0,0,0,2,0,2,0,0,1,4,0,0,0,5,0,0,0,0,0,2,0,10,5,0,0,0,0,0,1,1,2,1,2,1,1,1,1,27,1,1,3,1,1,4,5,1,1,7,2,1,2,1,5,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,30,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choi2018_3_4,0,3,0,1,0,0,0,0,0,70,0,2,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,13,0,0,0,3,5,0,0,0,0,8,1,1,1,0,1,3,0,3,0,15,2,0,1,0,1,0,16,0,2,0,3,7,2,0,0,0,0,0,0,0,0,1,8,1,0,3,20,1,0,3,3,2,1,0,0,0,5,0,41,0,0,1,0,3,1,0,2,0,0,19,0,0,0,0,0,0,16,0,1,1,0,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,9,0,2,5,0,0,0,0,0,1,5,10,0,0,1,1,3,0,0,0,0,0,2,1,0,7,1,0,0,0,0,0,1,3,3,0,0,1,11,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,2,0,2,4,0,0,0,0,2,0,0,0,2,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,2,1,2,1,1,1,2,1,1,1,1,1,6,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choi2018_3_5,0,1,0,1,9,0,4,0,0,113,0,10,1,2,8,0,0,4,0,0,0,9,7,1,1,3,0,0,6,0,0,7,0,3,0,0,0,1,0,0,20,8,1,0,0,0,1,0,6,49,24,0,12,0,11,9,1,0,0,0,4,0,0,21,6,1,0,0,0,2,0,7,0,1,1,4,3,3,1,5,1,0,3,0,8,1,4,1,0,1,3,0,1,0,1,1,1,1,3,0,0,4,0,0,0,1,7,7,0,0,2,0,2,0,20,0,6,12,3,0,2,23,0,0,0,2,23,0,0,1,4,10,1,23,0,3,0,0,2,7,10,0,0,1,19,0,1,20,1,0,0,6,1,9,0,12,0,0,31,3,4,2,0,2,0,0,1,0,1,0,0,3,1,1,2,3,0,10,0,1,1,0,0,1,9,0,0,12,2,1,1,0,17,0,2,4,2,1,1,0,0,8,12,12,0,5,4,0,5,9,11,8,4,0,0,0,0,5,6,0,2,1,0,0,1,8,1,0,1,9,0,0,4,1,5,15,1,0,8,0,1,0,0,0,0,0,1,0,1,0,1,3,0,0,1,13,2,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,3,0,12,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,3,1,2,0,0,2,3,0,0,0,3,0,0,0,0,2,0,0,0,2,2,1,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,4,3,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choi2018_3_6,1,2,0,0,0,0,4,0,0,90,0,2,0,1,0,0,0,0,0,0,1,0,1,2,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,5,0,0,3,0,0,0,2,0,0,0,0,1,0,8,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,32,1,0,0,0,0,2,3,0,7,2,1,0,0,0,0,7,8,0,0,0,0,5,12,0,0,0,0,1,2,0,4,3,6,1,0,3,2,0,1,1,0,13,0,0,1,0,0,0,169,0,0,0,0,1,0,3,3,0,0,5,0,1,0,0,0,0,11,0,1,0,0,0,0,0,16,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,12,0,1,1,11,0,0,0,0,0,1,8,0,0,2,0,0,2,1,15,0,0,0,0,0,1,6,0,0,0,0,0,0,6,3,0,0,0,7,0,0,3,3,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,0,1,5,0,0,13,6,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,35,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,1,1,0,1,0,0,1,0,0,0,0,61,0,0,2,33,0,2,1,9,2,0,0,0,0,13,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25,2,0,2,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,1,1,1,90,7,2,4,1,1,4,3,6,16,2,1,1,1,1,2,11,1,1,1,15,20,1,1,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
